AltitudeVariation;VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariance;VehicleSpeedVariation;LongitudinalAcceleration;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;VerticalAcceleration;FuelConsumptionAverage;roadSurface;traffic;drivingStyle;source_file;roadSurface_original
-2,20001219;64,401474;46,20693464;828,2628864;0,22517395;0,1562;32,15686417;79,0;138,0;2064,0;29,37000084;11,0;0,3086;14,51285172;0;;;;SmoothCondition
-2,0;64,85183716;47,2877986;796,7790825;0,45036316;0,082;23,92156982;79,0;134,0;2072,0;28,67000008;11,0;0,3125;14,47817135;0;;;;SmoothCondition
-2,0999756;65,30220032;48,3761686;763,1741641;0,45036316;0,0273;24,31372643;79,0;134,0;2076,0;28,59000015;11,0;0,2812;14,4685297;0;;;;SmoothCondition
-1,70001221;66,42809296;49,48330348;727,7855781;1,12589264;-0,0195;30,98039246;79,0;138,0;2099,0;28,62000084;11,0;0,2617;14,45129013;0;;;;SmoothCondition
-1,0;66,65327454;50,59419139;690,0256843;0,22518158;-0,0391;28,62745094;79,0;142,0;2108,0;31,55999947;11,0;0,2383;14,43198776;0;;;;SmoothCondition
-0,59997559;68,67989349;51,73885628;650,851192;2,02661895;-0,0625;0,0;79,0;120,0;2089,0;25,30999947;11,0;0,2305;14,39736366;0;;;;SmoothCondition
0,39996338;68,22953796;52,87601525;608,7739971;-0,45035553;-0,0547;0,0;79,0;113,0;2048,0;23,02000046;10,0;0,2656;14,36505604;0;;;;SmoothCondition
0,59997559;67,7791748;54,00566816;563,8530519;-0,45036316;0,0078;0,0;79,0;112,0;1996,0;22,62999916;10,0;0,3437;14,33845234;0;;;;SmoothCondition
0,2999878;65,30220032;55,09403817;515,3772297;-2,47697448;0,1406;0,0;79,0;112,0;1907,0;23,54999924;11,0;0,4687;14,32405281;0;;;;SmoothCondition
0,29998779;62,14967728;56,12986612;463,6832065;-3,15252304;0,2929;0,0;79,0;111,0;1795,0;21,62999916;11,0;0,3828;14,30217648;0;;;;SmoothCondition
0,5;60,12305832;57,1319171;409,5329919;-2,02661896;0,3789;0,0;79,0;109,0;1563,0;19,75;11,0;0,2969;14,27349281;0;;;;SmoothCondition
0,09997559;54,26837921;58,03639008;353,5170532;-5,85467911;0,4648;0,0;79,0;106,0;1420,0;16,61000061;11,0;0,2031;14,24589443;0;;;;SmoothCondition
0,0;49,31441879;58,85829706;297,0309235;-4,95396042;0,5781;0,0;79,0;106,0;1317,0;15,09000015;11,0;0,168;14,23432827;0;;;;SmoothCondition
-0,40002441;44,58563995;59,60139106;241,2051317;-4,72877884;0,5703;0,0;79,0;105,0;1243,0;14,22000027;9,0;0,168;14,21538639;0;;;;SmoothCondition
-1,59997559;40,30722046;60,10054007;206,1616074;-4,27841949;0,6953;0,0;79,0;104,0;1157,0;13,52000046;9,0;0,0938;14,18777466;0;;;;SmoothCondition
-2,7000122;38,50577927;60,49835806;178,8713932;-1,80144119;0,8476;20,0;79,0;104,0;1002,0;11,93000031;9,0;-0,043;14,17210579;0;;;;SmoothCondition
-3,70001221;34,22735977;60,78358606;158,5841686;-4,2784195;0,9804;22,35294151;79,0;103,0;964,0;10,11999989;9,0;-0,0937;14,14472103;0;;;;SmoothCondition
-3,39996338;29,49857903;60,94121205;147,0130529;-4,72878074;1,164;28,23529434;79,0;102,0;893,0;9,93999958;8,0;-0,168;14,12744236;0;;;;SmoothCondition
-3,20001221;25,4453373;60,82486903;154,5727651;-4,05324173;1,4256;24,31372643;79,0;102,0;912,0;9,170000076;9,0;-0,293;14,13882446;0;;;;SmoothCondition
-3,90002441;10,80864048;60,46458106;183,1716514;-14,63669682;1,6092;23,52941132;79,0;102,0;912,0;9,170000076;9,0;-0,375;14,18170357;0;;;;SmoothCondition
-4,09997559;4,278419971;59,87536013;228,9690052;-6,530220509;1,6326;23,92156982;79,0;102,0;855,0;9,010000229;9,0;-0,3867;14,24880505;0;;;;SmoothCondition
-4,0;4,278419971;59,25986815;275,0676039;0,0;1,6404;21,56862831;79,0;102,0;820,0;8,479999542;9,0;-0,3906;14,32752609;0;;;;SmoothCondition
-4,20001221;2,476979733;58,54304516;325,9787351;-1,801440238;1,6404;24,31372643;79,0;101,0;813,0;7,800000191;9,0;-0,3906;14,32752609;0;;;;SmoothCondition
-3,30004882;0,0;57,70237318;382,2368742;-2,476979733;1,6365;25,09803963;79,0;101,0;805,0;8,210000038;9,0;-0,4219;14,32752609;0;;;;SmoothCondition
-2,5;0,0;56,80165322;437,6181711;0,0;1,5623;30,98039246;79,0;101,0;805,0;7,71999979;9,0;-0,4219;14,32752609;0;;;;SmoothCondition
-1,7000122;0,0;55,81461429;491,2133127;0,0;1,3865;43,52941132;79,0;104,0;1066,0;10,77000046;10,0;-0,289;14,32752609;0;;;;SmoothCondition
-1,60003662;0,0;54,81256332;542,6787721;0,0;1,2928;29,01960754;79,0;108,0;1138,0;12,51000023;10,0;-0,3203;14,40675163;0;;;;SmoothCondition
-2,29998779;7,881299973;53,94562037;578,8073766;7,881299973;1,1521;13,72549057;79,0;110,0;1447,0;16,70999908;11,0;-0,3008;14,46365452;0;;;;SmoothCondition
-1,5;10,80864048;53,08993642;608,4609492;2,927340507;0,9686;35,68627548;79,0;117,0;1523,0;16,65999985;13,0;-0,3008;14,50725365;0;;;;SmoothCondition
-0,90002441;11,25899982;52,19672247;634,9628996;0,45035934;0,7967;4,313725471;79,0;120,0;1333,0;23,90999985;13,0;-0,2266;14,55135822;0;;;;SmoothCondition
-0,59997559;14,18633938;51,3335325;655,4742053;2,92733956;0,5506;86,66667175;79,0;112,0;1314,0;12,21000004;13,0;-0,0195;14,57382011;0;;;;SmoothCondition
-0,79998779;15,76259995;50,46283656;671,4384119;1,57626057;0,3046;61,96078491;79,0;126,0;1703,0;16,69000053;11,0;0,1719;14,61374283;0;;;;SmoothCondition
-0,19995118;20,71656036;49,66720057;680,3053762;4,95396041;0,0624;49,41176605;79,0;149,0;2072,0;25,35000038;12,0;0,2617;14,64708519;0;;;;SmoothCondition
-0,19995118;25,4453373;48,92785963;682,8195834;4,72877694;-0,0391;56,47058868;79,0;169,0;2442,0;36,54000092;13,0;0,3008;14,68318939;0;;;;SmoothCondition
-0,09997559;31,75038147;48,27483763;679,1807771;6,30504417;-0,1798;0,784313738;79,0;128,0;1656,0;39,36999893;15,0;0,3789;14,71852493;0;;;;SmoothCondition
0,2000122;35,12807465;47,67060459;672,6890471;3,37769318;-0,3829;61,96078491;80,0;127,0;1631,0;19,04999924;12,0;0,4804;14,73251534;0;;;;SmoothCondition
1,29998779;37,15470123;47,12266669;665,7836892;2,02662658;-0,586;50,58823776;80,0;132,0;1631,0;21,92000008;11,0;0,5429;14,76196194;0;;;;SmoothCondition
1,5;37,379879;46,56346964;657,4665652;0,22517777;-0,8555;46,66666794;80,0;140,0;1749,0;24,78000069;12,0;0,6484;14,80301571;0;;;;SmoothCondition
1,80004882;39,63167572;46,00802556;646,1589469;2,25179672;-1,1484;38,4313736;80,0;142,0;1854,0;27,12000084;12,0;0,7929;14,84055901;0;;;;SmoothCondition
1,69995118;43,91009903;45,53514761;634,3050822;4,27842331;-1,4061;40,39215851;80,0;145,0;1936,0;28,07999992;12,0;0,8945;14,88244438;0;;;;SmoothCondition
2,29998779;46,16189957;45,03599861;618,2130632;2,25180054;-1,453;46,66666794;81,0;145,0;2005,0;31,29999924;11,0;0,9765;14,92452145;0;;;;SmoothCondition
1,59997559;47,06261826;44,58188554;603,5486885;0,90071869;-1,5741;52,15686417;81,0;157,0;2102,0;33,90999985;12,0;0,9882;14,98057556;0;;;;SmoothCondition
1,39996338;47,5129776;44,15029056;589,4204002;0,45035934;-1,6639;45,49019623;81,0;157,0;2194,0;34,31999969;12,0;1,0195;15,02798271;0;;;;SmoothCondition
1,40002441;50,21513748;43,72620157;573,0322553;2,70215988;-1,7264;47,45098114;81,0;140,0;2286,0;33,04000092;11,0;1,0546;15,06831074;0;;;;SmoothCondition
1,10003662;51,79140091;43,27959456;553,3330586;1,57626343;-1,6796;0,0;81,0;140,0;2362,0;32,68000031;11,0;1,0117;15,09481812;0;;;;SmoothCondition
0,5;55,84463882;42,93431861;537,1137782;4,05323791;-1,5585;54,50980377;81,0;121,0;1785,0;22,09000015;11,0;0,9648;15,07463646;0;;;;SmoothCondition
-0,09997559;54,26837921;42,63783157;524,8259989;-1,57625961;-1,5389;44,70588303;82,0;130,0;1761,0;25,05999947;11,0;1,0;15,08794403;0;;;;SmoothCondition
-0,10003662;55,39427567;42,44642856;517,5873698;1,12589646;-1,5507;52,54901886;82,0;133,0;1792,0;25,71999931;11,0;0,9765;15,09825802;0;;;;SmoothCondition
0,2000122;57,64608002;42,32633261;512,9799407;2,25180435;-1,5702;54,50980377;82,0;139,0;1828,0;27,19000053;11,0;0,9218;15,12861633;0;;;;SmoothCondition
0,7999878;58,32162094;42,24751963;510,0306119;0,67554092;-1,6405;52,94117737;82,0;146,0;1871,0;28,45000076;11,0;0,9804;15,16213512;0;;;;SmoothCondition
1,5;58,77198029;42,19497764;508,0934699;0,45035935;-1,5507;51,76470566;82,0;151,0;1910,0;30,45000076;11,0;0,9336;15,19514656;0;;;;SmoothCondition
2,2999878;58,77198029;42,15369473;506,595855;0,0;-1,4687;60,0;82,0;154,0;1944,0;30,67000008;11,0;0,8515;15,20745373;0;;;;SmoothCondition
2,19995118;58,77198029;42,11616479;505,2399719;0,0;-1,2617;60,0;83,0;156,0;1989,0;29,21999931;11,0;0,7851;15,20679855;0;;;;SmoothCondition
2,89996338;61,92449951;42,13117683;505,8307991;3,15251922;-1,1367;0,0;83,0;123,0;1946,0;22,09000015;11,0;0,7226;15,1872139;0;;;;SmoothCondition
3,0;61,92449951;42,14618887;506,4211679;0,0;-1,121;0,0;83,0;113,0;1878,0;21,52000046;11,0;0,5937;15,18492508;0;;;;SmoothCondition
3,79998779;60,12305832;42,11991781;505,4178021;-1,80144119;-0,9218;0,0;83,0;110,0;1799,0;20,43000031;11,0;0,5195;15,17443562;0;;;;SmoothCondition
3,40002442;59,67269897;42,06737583;503,3707686;-0,45035935;-0,7109;0,0;83,0;109,0;1740,0;19,38999939;11,0;0,4609;15,1578598;0;;;;SmoothCondition
2,70001221;57,42089844;41,9735508;499,8947546;-2,25180053;-0,4883;0,0;83,0;108,0;1638,0;17,60000038;11,0;0,3633;15,13716888;0;;;;SmoothCondition
1,7000122;54,04319763;41,81217175;494,3175905;-3,37770081;-0,3398;0,0;83,0;107,0;1475,0;16,14999962;11,0;0,293;15,11653614;0;;;;SmoothCondition
1,0;47,96333694;41,5419557;486,407448;-6,07986069;-0,2031;0,0;83,0;106,0;1350,0;14,34000015;10,0;0,2109;15,09103107;0;;;;SmoothCondition
0,10003662;44,81082153;41,21544483;477,6232336;-3,15251541;-0,0469;0,0;82,0;106,0;1264,0;14,06999969;10,0;0,1055;15,09513855;0;;;;SmoothCondition
-0,19995118;43,68492126;40,8626629;468,130894;-1,12590027;0,1914;13,72549057;82,0;106,0;1037,0;10,81000042;9,0;0,0273;15,07550049;0;;;;SmoothCondition
-1,29998779;38,05541992;40,40854989;457,9311738;-5,62950134;0,3398;0,0;82,0;104,0;1439,0;15,39999962;10,0;-0,0391;15,10965919;0;;;;SmoothCondition
-1,5;34,22735977;39,871871;446,8109879;-3,82806015;0,496;0,0;82,0;106,0;1350,0;14,31999969;11,0;-0,1133;15,13048649;0;;;;SmoothCondition
-2,29998779;31,97555923;39,29390908;435,3714246;-2,25180054;0,6562;0,0;82,0;105,0;1233,0;12,68000031;10,0;-0,1758;15,14327908;0;;;;SmoothCondition
-2,40002442;29,04821777;38,63338115;422,0707514;-2,92734146;0,8241;0,0;82,0;105,0;810,0;8,960000038;10,0;-0,3008;15,13451481;0;;;;SmoothCondition
-2,40002441;24,54461861;37,90529916;410,0496418;-4,50359916;0,8593;20,7843132;82,0;103,0;898,0;9,050000191;8,0;-0,3945;15,14991283;0;;;;SmoothCondition
-2,5;18,23958015;37,07963925;400,785052;-6,30503846;1,0897;23,13725471;81,0;102,0;900,0;8,960000038;9,0;-0,4922;15,16837978;0;;;;SmoothCondition
-2,40002441;15,53741932;36,25022624;394,4507931;-2,70216083;1,3358;20,7843132;81,0;102,0;882,0;8,520000458;9,0;-0,5508;15,20525551;0;;;;SmoothCondition
-2,10003662;10,13309956;35,38328327;393,8783751;-5,40431976;1,453;23,52941132;81,0;102,0;841,0;8,229999542;9,0;-0,6133;15,25848198;0;;;;SmoothCondition
-1,80004882;5,40432024;34,47130431;397,8915855;-4,72877932;1,5116;23,92156982;81,0;102,0;847,0;8,470000267;9,0;-0,668;15,32029819;0;;;;SmoothCondition
-1,40002441;3,377699852;33,62312632;406,9038518;-2,026620388;1,5038;23,92156982;81,0;102,0;841,0;8,020000458;10,0;-0,6484;15,38000679;0;;;;SmoothCondition
-1,29998779;3,377699852;32,85751433;417,6394359;0,0;1,4139;42,35294342;81,0;102,0;1063,0;11,80000019;10,0;-0,6367;15,43435574;0;;;;SmoothCondition
-1,09997559;6,079859734;32,21575133;427,0425252;2,702159882;1,3163;31,76470566;81,0;107,0;1497,0;18,15999985;11,0;-0,5742;15,4812088;0;;;;SmoothCondition
-1,0;10,13309956;31,71284932;433,9407796;4,053239826;1,2499;27,45098114;81,0;118,0;1956,0;26,79999924;13,0;-0,4492;15,52412796;0;;;;SmoothCondition
-1,09997559;13,28561974;31,29251332;438,7343042;3,15252018;1,0546;28,23529434;81,0;142,0;2466,0;31,89999962;13,0;-0,4062;15,59628773;0;;;;SmoothCondition
-1,09997558;16,88849831;31,0035323;442,0199266;3,60287857;0,8437;4,705882549;80,0;138,0;1971,0;15,69999981;13,0;-0,293;15,65846729;0;;;;SmoothCondition
-0,89996338;18,91511917;30,8271413;444,4266727;2,02662086;0,5742;26,27450943;80,0;117,0;1486,0;18,79000092;11,0;-0,0977;15,73027134;0;;;;SmoothCondition
-0,69995118;20,71656036;30,74832835;445,6620515;1,80144119;0,3593;52,54901886;79,0;127,0;1795,0;26,97999954;12,0;-0,0195;15,78691101;0;;;;SmoothCondition
-0,69995118;24,99497986;30,98476734;439,4274017;4,2784195;0,2617;41,17647171;79,0;148,0;2103,0;33,38000107;12,0;0,0312;15,85107327;0;;;;SmoothCondition
-0,89996338;29,27339935;31,40135033;427,2119323;4,27841949;0,1328;23,92156982;79,0;154,0;2244,0;24,25;13,0;0,0508;15,9163332;0;;;;SmoothCondition
-0,79998779;31,75038147;31,85921636;414,5321017;2,47698212;-0,0274;16,07843208;79,0;132,0;2300,0;26,61000061;11,0;0,164;15,98025227;0;;;;SmoothCondition
-1,0;31,97555923;32,35085935;399,6540498;0,22517776;-0,0977;25,09803963;79,0;144,0;2407,0;30,54999924;12,0;0,2148;16,04506874;0;;;;SmoothCondition
-1,2000122;33,55181885;32,91005633;381,6218824;1,57625962;-0,2266;26,27450943;79,0;151,0;2545,0;33,47000122;12,0;0,2734;16,09849548;0;;;;SmoothCondition
-1,20001221;35,35326004;33,49927733;363,012841;1,80144119;-0,3828;20,3921566;79,0;148,0;2200,0;19,01000023;12,0;0,4062;16,14110565;0;;;;SmoothCondition
-1,0;36,70433807;34,1110163;343,7860165;1,35107803;-0,6797;53,72549057;79,0;129,0;1676,0;24,53000069;11,0;0,4375;16,19714165;0;;;;SmoothCondition
-1,10003662;38,28059769;34,74902626;323,9453483;1,57625962;-0,7461;56,07843399;79,0;143,0;1784,0;26,85000038;11,0;0,5;16,24676323;0;;;;SmoothCondition
-1,5;41,43312073;35,30822327;312,1494216;3,15252304;-0,9414;41,96078491;79,0;145,0;1891,0;29,61000061;11,0;0,6133;16,30207634;0;;;;SmoothCondition
-1,7000122;43,68492126;35,85616128;302,8600207;2,25180053;-1,0781;27,84313774;79,0;148,0;1956,0;28,46999931;11,0;0,6953;16,34991455;0;;;;SmoothCondition
-1,5;46,83743668;36,44913523;294,2917321;3,15251542;-1,1327;16,07843208;79,0;138,0;1967,0;26,15999985;11,0;0,7226;16,40137482;0;;;;SmoothCondition
-1,5;46,83743668;36,99332019;287,4191303;0,0;-1,1757;17,64705849;79,0;128,0;1980,0;27,88999939;11,0;0,7344;16,45422363;0;;;;SmoothCondition
-1,2000122;46,38707733;37,50372814;281,010117;-0,45035935;-1,1445;30,58823586;80,0;142,0;2019,0;29,87000084;11,0;0,6719;16,51043701;0;;;;SmoothCondition
-1,39996338;47,5129776;37,9503351;277,7289069;1,12590027;-1,1601;31,37254906;80,0;149,0;2071,0;32,27000046;11,0;0,6797;16,5711441;0;;;;SmoothCondition
-1,09997558;47,5129776;38,3181291;276,490819;0,0;-1,121;39,2156868;80,0;157,0;2132,0;35,45999908;11,0;0,664;16,63546371;0;;;;SmoothCondition
-1,40002442;48,41369629;38,59585102;277,4087411;0,90071869;-1,0156;36,47058868;80,0;164,0;2176,0;27,53000069;12,0;0,6133;16,67619514;0;;;;SmoothCondition
-2,19995118;50,66549683;38,85480805;279,6058148;2,25180054;-0,9882;17,25490189;80,0;133,0;2155,0;28,45000076;11,0;0,6211;16,7454071;0;;;;SmoothCondition
-2,2000122;50,21513748;39,07248199;281,6960488;-0,45035935;-0,8906;17,25490189;80,0;136,0;2158,0;31,96999931;11,0;0,5664;16,8200798;0;;;;SmoothCondition
-2,40002442;51,34103775;39,30516797;284,1435741;1,12590027;-0,8086;27,05882454;80,0;147,0;2186,0;31,12999916;11,0;0,4414;16,86882782;0;;;;SmoothCondition
-2,40002442;51,34103775;39,500324;286,5583266;0,0;-0,6758;27,05882454;81,0;149,0;2218,0;21,82999992;10,0;0,4141;16,87859917;0;;;;SmoothCondition
-1,90002442;50,89067459;39,61666693;288,4139509;-0,45036316;-0,6601;26,27450943;81,0;131,0;2203,0;23,82999992;10,0;0,4219;16,88616562;0;;;;SmoothCondition
-1,90002442;53,81801987;39,74426893;291,0895681;2,92734528;-0,6718;26,27450943;81,0;136,0;2235,0;34,31999969;10,0;0,4414;16,923172;0;;;;SmoothCondition
-1,20001221;56,74535751;39,90564792;295,0542492;2,92733764;-0,6133;26,27450943;81,0;154,0;2269,0;25,02000046;11,0;0,3867;16,92354584;0;;;;SmoothCondition
-1,10003662;57,19572067;40,06702697;299,1137841;0,45036316;-0,5859;12,54901981;81,0;130,0;2268,0;25,0;10,0;0,3789;16,92186928;0;;;;SmoothCondition
-0,7000122;56,52017593;40,17211095;301,9452995;-0,67554474;-0,5547;15,68627453;81,0;129,0;2274,0;28,09000015;11,0;0,3945;16,927248;0;;;;SmoothCondition
-0,10003662;54,49356079;40,21714694;303,1313051;-2,02661514;-0,5742;26,27450943;81,0;145,0;2309,0;33,20999908;11,0;0,3359;16,9418087;0;;;;SmoothCondition
0,09997558;54,26837921;40,19087595;302,3376986;-0,22518158;-0,4062;23,92156982;81,0;149,0;2345,0;29,79999924;11,0;0,4102;16,94927597;0;;;;SmoothCondition
0,40002442;54,04319763;40,18712292;302,2310863;-0,22518158;-0,3594;19,6078434;81,0;142,0;2360,0;31,73999977;10,0;0,4648;16,96019363;0;;;;SmoothCondition
0,40002442;54,94392014;40,179617;302,0023098;0,90072251;-0,332;20,7843132;82,0;146,0;2379,0;32,43999863;11,0;0,457;16,98378563;0;;;;SmoothCondition
0,20001221;55,1690979;40,13833396;300,6379869;0,22517776;-0,332;19,2156868;82,0;147,0;2395,0;31,85000038;11,0;0,4258;17,04108238;0;;;;SmoothCondition
0,60003662;57,64608002;40,12707495;300,2292012;2,47698212;-0,2695;0,0;82,0;141,0;2384,0;28,30999947;10,0;0,3984;17,06140518;0;;;;SmoothCondition
0,79998779;55,61945724;40,0745329;298,4023499;-2,02662278;-0,1758;0,0;82,0;123,0;2308,0;25,93000031;10,0;0,3398;17,07684517;0;;;;SmoothCondition
0,30004882;54,71873856;40,00697887;296,1071704;-0,90071868;-0,0547;3,921568632;82,0;120,0;2218,0;27,03000069;10,0;0,3867;17,11751556;0;;;;SmoothCondition
0,10003662;51,34103775;39,88312983;292,30065;-3,37770081;0,0;9,411765099;82,0;121,0;2167,0;27,53000069;11,0;0,3555;17,17536545;0;;;;SmoothCondition
-0,2000122;51,11585999;39,70298583;286,1719235;-0,22517776;0,082;0,0;82,0;125,0;2147,0;27,47999954;10,0;0,2578;17,22216988;0;;;;SmoothCondition
-0,39996338;49,98995972;39,50407684;279,5558604;-1,12590027;0,1641;0,0;82,0;121,0;2087,0;25,29000092;10,0;0,2695;17,26385307;0;;;;SmoothCondition
-0,60003662;48,18851852;39,30516784;273,5881187;-1,8014412;0,2617;0,0;82,0;117,0;1955,0;23,28000069;10,0;0,2344;17,30494499;0;;;;SmoothCondition
-1,40002442;43,00937653;39,0274458;266,7111198;-5,17914199;0,2891;0,0;82,0;112,0;1861,0;21,55999947;10,0;0,1875;17,33581352;0;;;;SmoothCondition
-1,70001221;43,00937653;38,78725377;261,1869696;0,0;0,3789;0,0;82,0;112,0;1779,0;20,95999908;10,0;0,1641;17,36354637;0;;;;SmoothCondition
-2,5;41,20793915;38,57333279;257,2949385;-1,80143738;0,3398;8,235294342;82,0;111,0;1726,0;19,45999908;10,0;0,0898;17,38175392;0;;;;SmoothCondition
-3,29998779;39,85686111;38,43822486;255,8098541;-1,35107804;0,3398;29,01960754;82,0;112,0;1749,0;21,31999969;11,0;0,1055;17,40125656;0;;;;SmoothCondition
-2,90002441;40,08203888;38,35941182;255,1610311;0,22517777;0,2617;46,66666794;82,0;120,0;1750,0;23,18000031;11,0;0,0859;17,45020485;0;;;;SmoothCondition
-2,7999878;41,20793915;38,31812878;254,8161294;1,12590027;0,1367;51,37255096;82,0;132,0;1849,0;27,21999931;11,0;0,1406;17,51105309;0;;;;SmoothCondition
-2,5;43,68492126;38,41195381;255,2941846;2,47698211;0,0078;36,47058868;81,0;150,0;1985,0;29,95000076;10,0;0,1328;17,57091904;0;;;;SmoothCondition
-2,30004882;45,9367218;38,60710984;255,9183567;2,25180054;0,0352;25,09803963;81,0;147,0;2057,0;32,40999985;11,0;0,082;17,63745689;0;;;;SmoothCondition
-1,89996338;47,96333694;38,8735728;256,5844817;2,02661514;0,082;0,0;81,0;148,0;2079,0;26,22999954;10,0;0,0469;17,68706131;0;;;;SmoothCondition
-0,89996338;48,63887787;39,2000838;256,456126;0,67554093;0,1172;0,0;81,0;120,0;2003,0;24,38999939;10,0;0,0078;17,76090431;0;;;;SmoothCondition
-0,79998779;44,81082153;39,53785385;253,2332854;-3,82805634;0,1485;0,0;81,0;115,0;1922,0;22,54999924;10,0;-0,1055;17,80641365;0;;;;SmoothCondition
-0,40002441;43,23456192;39,95443688;245,6000091;-1,57625961;0,086;21,56862831;81,0;113,0;1851,0;21,63999939;11,0;-0,1289;17,84776688;0;;;;SmoothCondition
-0,20001221;43,00937653;40,41230284;235,4400674;-0,22518539;0,0586;21,96078491;81,0;119,0;1847,0;23,42000008;10,0;-0,125;17,89270592;0;;;;SmoothCondition
-0,20001221;42,3338356;40,94898177;219,6702484;-0,67554093;0,0078;24,31372643;81,0;123,0;1878,0;24,87000084;10,0;-0,1094;17,94558144;0;;;;SmoothCondition
-0,10003662;42,3338356;41,56447369;197,9035541;0,0;-0,0195;0,0;81,0;127,0;1892,0;25,32999992;11,0;-0,0859;17,99443054;0;;;;SmoothCondition
0,2000122;43,00937653;42,22500164;172,77949;0,67554093;-0,0508;5,09803915;81,0;118,0;1857,0;20,80999947;11,0;-0,1055;18,03664589;0;;;;SmoothCondition
0,0;42,55901718;42,87802359;146,7695315;-0,45035935;-0,1172;31,37254906;80,0;113,0;1815,0;22,62999916;11,0;-0,0977;18,11443138;0;;;;SmoothCondition
-0,20001221;41,65829849;43,47099757;123,4862396;-0,90071869;-0,1719;29,01960754;80,0;125,0;1858,0;25,13999939;11,0;0,0234;18,18616486;0;;;;SmoothCondition
-0,5;42,55901718;44,01142953;104,3657695;0,90071869;-0,2812;28,23529434;80,0;131,0;1912,0;26,96999931;10,0;0,1055;18,23275375;0;;;;SmoothCondition
-1,20001221;44,81082153;44,53684956;88,09457743;2,25180435;-0,332;0,0;80,0;135,0;1958,0;28,52000046;10,0;0,043;18,26317215;0;;;;SmoothCondition
-1,40002441;45,26117706;45,00972754;74,91960299;0,45035553;-0,3906;23,13725471;80,0;120,0;1921,0;22,45999908;11,0;0,0898;18,25380135;0;;;;SmoothCondition
-1,0;44,58563995;45,43756955;63,19533752;-0,67553711;-0,4375;23,13725471;80,0;123,0;1927,0;25,81999969;11,0;0,1445;18,24343681;0;;;;SmoothCondition
-1,2000122;44,36046219;45,83163458;52,69897531;-0,22517776;-0,4453;20,7843132;80,0;129,0;1949,0;23,76000023;11,0;0,2891;18,21850967;0;;;;SmoothCondition
-1,59997558;45,0359993;46,16565158;45,23749759;0,67553711;-0,4687;19,6078434;80,0;125,0;1977,0;23,01000023;10,0;0,2227;18,19098091;0;;;;SmoothCondition
-1,7000122;45,48635864;46,43586756;40,33465442;0,45035934;-0,3633;9,019607544;80,0;125,0;1990,0;22,57999992;11,0;0,2305;18,14391327;0;;;;SmoothCondition
-1,59997559;46,16189957;46,67605953;36,62194299;0,67554093;-0,2656;12,54901981;80,0;117,0;1984,0;21,25;11,0;0,1641;18,06429291;0;;;;SmoothCondition
-1,70001221;45,71154022;46,90499255;32,92162043;-0,45035935;-0,1406;6,666666985;79,0;117,0;1954,0;20,77000046;11,0;0,1641;17,97349167;0;;;;SmoothCondition
-2,2000122;45,0359993;47,09639556;29,92141333;-0,67554092;-0,168;18,4313736;79,0;113,0;1912,0;21,31999969;10,0;0,2109;17,88792801;0;;;;SmoothCondition
-2,2000122;45,71154022;47,26903356;27,58630078;0,67554092;-0,2187;31,37254906;79,0;120,0;1917,0;25,06999969;11,0;0,2734;17,81832886;0;;;;SmoothCondition
-2,09997559;43,00937653;47,37411753;25,99086568;-2,70216369;-0,25;31,37254906;79,0;131,0;1952,0;27,96999931;11,0;0,2266;17,76612854;0;;;;SmoothCondition
-2,29998779;41,65829849;47,43041255;25,13982053;-1,35107804;-0,4336;30,19607925;79,0;138,0;2002,0;29,12000084;10,0;0,1602;17,72424316;0;;;;SmoothCondition
-2,0;39,18132019;47,39288254;25,68211724;-2,4769783;-0,3398;3,529411793;79,0;128,0;1987,0;22,79000092;11,0;0,1563;17,67571068;0;;;;SmoothCondition
-1,40002442;42,55901718;47,37411747;25,84476384;3,37769699;-0,2265;0,0;79,0;115,0;1898,0;20,23999977;10,0;0,0664;17,61252975;0;;;;SmoothCondition
-1,09997559;45,71154022;47,35535253;25,88637417;3,15252304;0,0;0,0;79,0;112,0;1777,0;19,87000084;11,0;-0,0273;17,55659866;0;;;;SmoothCondition
-0,90002441;42,78419876;47,28779856;26,23134701;-2,92734146;0,0937;0,0;79,0;110,0;1460,0;15,57999992;10,0;-0,0898;17,50164413;0;;;;SmoothCondition
-2,09997558;35,8036232;47,11140766;28,42131583;-6,98057556;0,1445;0,0;79,0;107,0;1235,0;12,78999996;9,0;-0,2031;17,45513916;0;;;;SmoothCondition
-2,20001221;29,49857903;46,81116769;33,5847367;-6,30504417;0,3866;12,15686321;79,0;106,0;1139,0;11,06000042;8,0;-0,2695;17,41395569;0;;;;SmoothCondition
-2,09997559;25,22015953;46,43962072;41,3372158;-4,2784195;0,5546;19,2156868;79,0;104,0;927,0;9,029999733;8,0;-0,4023;17,3810215;0;;;;SmoothCondition
-3,0;18,6899395;45,94422477;54,07319554;-6,53022003;0,742;23,13725471;79,0;103,0;895,0;8,720000267;8,0;-0,5508;17,38146019;0;;;;SmoothCondition
-3,20001221;13,28561974;45,32122682;71,37839022;-5,40431976;0,8241;22,35294151;79,0;102,0;871,0;8,670000076;8,0;-0,5156;17,39614677;0;;;;SmoothCondition
